	Report:		ida*-bfs-vs-ss-bfs - using lmcut heuristic - 1 probe.

transport-opt11-strips

p14.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
427		299			332
428		318			360
429		342			378
430		358			262
431		395			564
432		436			315
433		509			1001
434		547			782
435		578			438
436		630			398
437		692			431
438		729			1249
439		786			590
440		858			656
441		901			641
442		1021			1045
443		1123			659
444		1158			1584
445		1236			915
446		1363			1154
447		1407			1097
448		1499			1213
449		1650			1239
450		1871			1519
451		1992			2177
452		2186			1869
453		2413			3898
454		2636			1391
455		2798			2466
456		3133			2592
457		3514			3568
458		3821			2756
459		4128			2615
460		4529			5278
461		4953			6666
462		5384			3112
463		5809			5034
464		6258			4012
465		6496			9788
466		7320			12384
467		7871			7534
468		8452			9971
469		9300			9989
470		10395			12872
471		11390			30290
472		12168			17628
473		13403			8894
474		14763			14148
475		15930			10187
476		17518			24841
477		19766			8979
478		22188			24794
479		23689			19083
480		26538			14810
481		29316			33196
482		31180			24679
483		33774			27728
484		36406			33602
485		39412			38144
486		42497			48071
487		47148			46419
488		51169			30529
489		54897			27572
490		61452			46724
491		65895			81819
492		71153			64073
493		78385			70092
494		88013			91772
495		97477			87084
496		106181			70644
497		117277			65835
498		130801			131635
499		142197			88696
500		156197			110285

p13.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)

p07.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
154		69			47
155		122			59
156		129			333
157		214			176
158		248			119
159		373			221
160		517			442
161		697			437
162		1293			1617
163		1582			1745
164		4034			8629
165		4702			5746
166		14770			20914
167		17202			36622
168		58502			82432
169		69849			106785
170		239151			356014
171		294999			422602
172		988686			1.51346e+06
173		1.26192e+06			1.89897e+06
174		4.10253e+06			1.23853e+07

p05.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
406		2			2
408		4			4
410		6			6
412		8			8
414		10			10
416		12			12
418		14			14
420		16			16
422		18			18
424		20			20
426		22			22
428		24			24
430		26			26
432		28			28
434		30			30
436		32			32
438		34			34
440		36			36
442		38			38
444		40			40
446		42			42
448		44			44
450		46			46
452		48			48
454		50			50
456		52			52
457		53			53
458		556103			2.13628e+06
459		1.22882e+06			70

p01.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
409		2			----zero_info----
411		4			4
413		18			18
414		33			33
415		61			61
416		95			95
417		135			135
418		192			192
419		244			244
420		328			328
421		392			392
422		507			507
423		583			583
424		733			733
425		821			821
426		1010			1010
427		1110			1110
428		1342			1342
429		1454			1454
430		1735			3463
431		1919			67
432		2259			987
433		2515			1191
434		2922			1329
435		3250			207
436		3732			223
437		4132			1895
438		4697			303
439		5169			363
440		5825			387
441		6369			447
442		7124			2897
443		7740			535
444		8602			567
445		9290			3543
446		10267			3801
447		11027			12753
448		12127			763
449		12959			823
450		14190			4785
451		15094			927
452		16464			5307
453		17444			6435
454		18961			3033
455		20025			269549
456		21697			481
457		22925			1615
458		24902			913
459		26524			647
460		29173			5206
461		31624			2020
462		35727			190
463		40257			3412
464		48692			12648
465		64822			14516
466		100959			27104
467		229943			693674
468		535451			161273
469		1.86886e+06			1.38529e+06
470		4.97789e+06			3.82837e+06
471		1.90118e+07			4.10105e+07

p10.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
213		1921			1921
214		1924			1924
215		87658			35132
216		183784			80859
217		1.63458e+06			1.41036e+06

p04.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
304		1			1
317		2			2
322		3			3
325		4			4
334		5			5
337		8			8
341		9			9
344		10			10
348		12			12
352		14			14
353		16			16
358		17			17
359		18			18
360		22			22
361		25			25
363		28			30
364		29			31
365		33			36
369		34			33
370		39			36
372		40			47
373		48			45
374		50			54
375		53			42
376		57			56
377		62			64
379		63			51
380		65			47
381		69			56
382		77			88
383		82			80
384		87			71
385		102			85
386		114			128
387		121			126
388		125			155
389		141			148
390		151			131
391		155			135
392		169			182
393		170			207
394		174			175
395		176			175
396		195			227
397		216			218
398		225			217
399		242			216
400		264			183
401		307			234
402		323			575
404		331			547
405		340			390
406		372			344
407		393			349
408		429			275
409		489			502
410		517			390
411		564			498
412		596			762
413		637			697
414		666			867
415		705			442
416		737			1049
417		771			1048
418		836			407
419		938			724
420		1047			673
421		1268			1330
422		1624			898
423		2216			2358
424		3337			1356
425		5546			11176
426		9700			20539
427		17934			1549
428		34382			1715
429		67265			23751
430		132910			12596
431		264101			2978
432		526391			1231
433		1.05087e+06			36602
434		2.0997e+06			2570
435		4.19716e+06			9.96596e+06

p06.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
171		1			1
183		7			7
185		12			12
186		13			13
187		22			22
188		24			24
189		37			37
190		40			40
191		58			58
192		60			60
193		82			82
194		85			85
195		115			115
196		127			127
197		158			156
198		177			177
199		212			210
200		237			237
201		279			281
202		313			315
203		369			371
204		425			499
205		519			689
206		645			631
207		879			860
208		1417			1683
209		2191			1181
210		3622			5725
211		6463			28996
212		12025			67927
213		23139			952
214		45159			139905
215		89134			787896
216		176849			939
217		352249			1044
218		702692			1137
219		1.40362e+06			2036
220		2.80487e+06			2187
221		5.60755e+06			2508

p17.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
163		4703			4681
164		18544			18610
165		23253			23209
166		92408			92364
167		97124			97058
168		387482			387746
169		392206			392118
170		1.56734e+06			1.56734e+06

p20.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
155		1			1
156		2			2
157		3			3
158		4			4
159		5			5
160		6			6
161		7			7
162		8			8
163		9			9
164		10			10
165		11			11
166		12			12
167		13			13
168		17			6
169		18			42
170		26			21
171		27			129
172		39			66
173		40			39
174		59			20
175		63			24
176		92			48
177		99			49
178		148			93
179		161			48
180		274			106
181		298			39
182		647			53
183		698			126
184		1949			1024
185		2054			204
186		6835			290
187		7033			307
188		25798			7859
189		26185			535
190		100736			406899
191		101663			1185
192		399417			1.18189e+06
193		402441			5398

p03.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
305		1			1
334		3			3
342		5			5
357		7			9
359		9			9
365		11			9
369		13			13
374		15			21
376		17			13
380		19			21
383		27			25
386		29			25
388		31			25
391		33			41
393		35			41
394		37			25
398		43			25
399		53			33
400		55			41
403		59			69
404		63			61
405		65			45
408		67			45
409		77			85
410		79			85
411		81			85
412		89			133
414		115			113
415		117			113
416		123			145
417		135			173
419		141			129
420		153			121
422		157			101
425		159			101
426		167			225
427		179			125
428		189			181
429		229			229
430		241			229
431		261			173
432		277			637
433		297			201
434		311			209
435		327			217
436		335			245
437		355			229
438		365			229
439		371			237
440		397			501
441		409			229
442		411			229
443		491			509
444		529			273
445		591			261
446		615			261
447		629			329
448		715			609
449		725			761
450		767			769
451		825			793
452		847			1457
453		917			761
454		945			761
455		985			709
456		993			1601
457		1007			713
458		1167			841
459		1207			2005
460		1377			493
461		1437			1589
462		1481			1589
463		1701			1925
464		1785			3069
465		1931			3077
466		2037			4165
467		2089			4997
468		2231			1245
469		2325			1525
470		2381			1525
471		2445			3033
472		2577			1593
473		2731			2441
474		3063			2525
475		3334			7601
476		3426			2653
477		3819			3525
478		4050			3525
479		4436			2729
480		4643			2109
481		4749			4469
482		5155			6285
483		5330			8157
484		5741			3017
485		5963			4385
486		6145			4729
487		6678			4729
488		6761			4085
489		7665			2429
490		7869			62581
491		8292			66801
492		9355			6141
493		9647			5057
494		10859			4985
495		11219			8621
496		11558			4213
497		12788			16993
498		13293			13397
499		14371			6421
500		14954			4457
501		15476			4461
502		16355			27421
503		17105			7429
504		18762			11577
505		19467			11581
506		21213			37973
507		22552			14413
508		24896			24301
509		27288			44293
510		28649			7253
511		30957			8929
512		32965			11405
513		35407			12585
514		37690			45053
515		39337			80437
516		42053			75557
517		43446			7689
518		48169			23105
519		50663			66189
520		54937			56157
521		59937			59753
522		62511			60265
523		71274			77141
524		75168			12345
525		81128			35729
526		89421			56121
527		93684			22349
528		105205			17997
529		111087			27821
530		119323			77941
531		129562			31929
532		137675			64541
533		152811			246213
534		162743			129425
535		178678			37277
536		193228			20117
537		208514			687297
538		235064			148601
539		252576			136273
540		280711			178101
541		304372			61129
542		334126			408865
543		370562			594421
544		402252			126013
545		441208			621537
546		480110			541797
547		525837			156801
548		575823			56309
549		629886			198709
550		695699			254365
551		755060			1.24106e+06
552		847674			282877
553		931667			1.46589e+06
554		1.03922e+06			1.59422e+06
555		1.15512e+06			94081
556		1.26695e+06			230761
557		1.42897e+06			106477
558		1.57904e+06			540813
559		1.76384e+06			738533
560		1.97207e+06			1.4362e+06
561		2.18445e+06			153065
562		2.4673e+06			536401
563		2.74068e+06			4.87734e+06
564		3.09147e+06			2.62923e+06
565		3.48064e+06			1.43832e+06
566		3.93728e+06			247569
567		4.70813e+06			888905
568		5.71102e+06			871665

p09.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
138		1			1
139		3			3
140		7			7
141		15			15
142		31			31
143		63			63
144		130			129
145		258			257
146		537			542
147		1049			1036
148		2211			2317
149		4263			4365
150		9096			9057
151		17327			17281
152		37439			38203
153		70553			69343
154		154443			161281
155		288581			278705
156		640700			645990
157		1.19228e+06			1.1094e+06

p08.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
154		2			2
156		4			4
158		7			7
159		8			8
160		13			13
161		15			15
162		21			21
163		24			24
164		31			31
165		35			35
166		43			43
167		48			48
168		57			57
169		63			63
170		85			85
171		94			94
172		118			118
173		131			131
174		157			157
175		174			174
176		202			202
177		223			223
178		292			292
179		325			325
180		575			575
181		647			647
182		1616			1616
183		1861			1861
184		5795			4273
185		6915			14031
186		23356			17329
187		29919			13072
188		102246			132658
189		148146			108742
190		496728			428742
191		858059			488851

p16.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
428		2			2
429		33			30

p11.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
346		1			1
359		2			2
360		3			3
365		5			5
380		6			6
382		8			8
384		12			14
385		13			11
387		14			12
389		16			14
390		17			13
392		18			15
393		19			16
396		21			25
397		22			17
398		23			21
399		25			29
401		26			29
403		31			30
404		34			40
405		35			40
406		37			30
407		38			32
408		46			45
409		49			46
411		53			63
412		55			52
413		58			52
414		59			49
415		60			97
416		63			57
417		65			35
418		66			35
420		73			81
421		80			94
422		90			55
423		95			59
424		102			102
425		106			200
426		115			92
427		134			114
428		145			212
429		161			140
430		175			247
431		183			250
432		201			221
433		220			129
434		223			207
435		232			304
436		250			276
437		267			151
438		272			272
439		279			203
440		291			288
441		314			197
442		325			201
443		336			239
444		364			232
445		389			716
446		437			266
447		487			551
448		520			228
449		562			343
450		619			360
451		690			1079
452		741			747
453		807			903
454		849			1197
455		898			857
456		983			495
457		1050			483
458		1118			1015
459		1172			676
460		1286			2083
461		1390			989
462		1442			1036
463		1498			1573
464		1607			2032
465		1733			1248
466		1855			1100
467		1951			1257
468		2127			1820
469		2266			1268
470		2502			1986
471		2741			1790
472		2931			2435
473		3256			4398
474		3607			2571
475		3856			4090
476		4453			2751
477		4854			4490
478		5088			3571
479		5608			3480
480		5903			11013
481		6200			3935
482		6623			8340
483		6959			6098
484		7696			5363
485		8415			3713
486		8910			7125
487		9571			7313
488		10341			15130
489		11294			9766
490		12258			8167
491		13278			15119
492		14340			16765
493		15802			10082
494		17452			10377
495		19392			8476
496		20719			29342
497		23304			29644
498		25296			39805
499		26652			18444
500		30052			27422
501		32612			44054
502		34268			38022
503		38545			19669
504		40963			36016
505		43927			45892
506		47776			62525
507		50667			64544
508		56427			81088
509		61768			229199
510		66625			58643
511		74364			64498
512		83225			82215
513		94283			72715
514		111500			61174
515		135445			158367
516		176741			149137
517		253399			241254
518		394858			403910
519		668613			702120

p02.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
139		9			12
140		14			17
141		71			64
142		106			126
143		507			318
144		752			595
145		3561			4319
146		5276			6296
147		24941			15634
148		36946			42905
149		174603			256594
150		258638			295690
151		1.22224e+06			1.53941e+06
152		1.81048e+06			1.36463e+06
153		8.55569e+06			1.0306e+07
154		1.26734e+07			1.67161e+07

Files that contains zero_info:	1
p01.pddl
