	Report:		ida*-bfs-vs-ss-bfs - using hmax heuristic - 1 probe.

transport-opt11-strips

p14.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
293		53			26
294		55			26
295		60			57
296		69			56
297		76			64
298		78			35
299		91			149
300		98			63
301		99			83
302		108			50
303		122			309
304		137			63
305		161			92
306		169			83
307		181			115
308		201			70
309		224			140
310		227			84
311		256			161
312		277			161
313		285			271
314		352			232
315		384			136
316		392			370
317		457			408
318		493			598
319		506			598
320		539			722
321		639			890
322		654			1214
323		759			736
324		821			894
325		838			894
326		953			800
327		1075			981
328		1137			475
329		1224			1231
330		1343			960
331		1422			604
332		1539			257
333		1868			257
334		1956			820
335		2202			4327
336		2418			3238
337		2484			3238
338		2826			693
339		3144			693
340		3348			3038
341		3662			3219
342		4102			11193
343		4350			10456
344		4563			1597
345		5290			1769
346		5607			914
347		6269			1724
348		6943			8251
349		7605			4621
350		8590			9772
351		9937			13899
352		11426			1807
353		13075			3502
354		16271			5329
355		21722			9425
356		30516			28154
357		49297			51551
358		83496			85458
359		150953			150994
360		283740			298514
361		547879			563367
362		1.07448e+06			1.07349e+06
363		2.12519e+06			2.13655e+06
364		4.22536e+06			4.20542e+06
365		8.4221e+06			8.42044e+06
366		1.68137e+07			1.68387e+07

p13.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
83		3			3
85		5			5
95		7			7
97		13			13
101		19			15
103		31			23
104		39			33
105		53			47
106		75			65
107		105			105
108		133			211
109		173			251
110		201			293
111		233			337
112		267			97
113		307			125
114		349			171
115		395			195
116		443			157
117		515			77
118		599			87
119		733			223
120		877			2103
121		1135			2423
122		1421			2709
123		1925			225
124		2789			309
125		4485			425
126		7765			523
127		14611			1479
128		28741			359
129		58655			453
130		121673			723
131		255111			835
132		536767			7.72435e+06
133		1.13146e+06			3867
134		2.38404e+06			1315
135		5.01846e+06			1667
136		1.05475e+07			1717
137		2.21305e+07			3417
138		4.63498e+07			10809

p07.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
90		3			3
91		11			11
92		31			30
93		80			73
94		197			167
95		471			367
96		1103			784
97		2543			2248
98		5791			3879
99		13055			17352
100		29183			27017
101		64767			95596
102		142848			220829
103		313351			225458
104		684071			268877
105		1.48701e+06			504006
106		3.22005e+06			4.09233e+06
107		6.94883e+06			2.29191e+06
108		1.49488e+07			297
109		3.20678e+07			3.80164e+06
110		6.8615e+07			9.77109e+08

p05.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
255		1			1
256		2			2
257		3			3
258		4			4
259		5			5
260		6			6
261		7			7
262		8			8
263		9			9
264		10			10
265		11			11
266		12			12
267		13			13
268		14			14
269		15			15
270		16			16
271		17			17
272		18			18
273		19			19
274		20			20
275		21			21
276		22			22
277		23			23
278		24			24
279		25			25
280		26			26
281		27			27
282		28			28
283		29			29
284		30			30
285		31			31
286		32			32
287		33			33
288		34			34
289		35			35
290		36			36
291		37			37
292		38			38
293		39			39
294		40			40
295		41			41
296		42			42
297		43			43
298		46			130
299		50			391
300		57			40
301		68			40
302		86			40
303		118			94
304		173			130
305		278			202
306		470			274
307		848			418
308		1569			562
309		3004			37
310		5806			40
311		11402			43
312		22461			46
313		44570			49
314		88526			4594
315		176430			73
316		351722			15335
317		702300			30685
318		1.40243e+06			69
319		2.8027e+06			125
320		5.60122e+06			205
321		1.11983e+07			429
322		2.23885e+07			821
323		4.47692e+07			1813
324		8.95227e+07			4381

p01.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
209		1			1
210		3			3
211		6			6
212		10			10
213		15			15
214		21			21
215		28			28
216		36			36
217		45			45
218		55			55
219		66			66
220		78			78
221		91			91
222		105			105
223		120			120
224		136			136
225		153			153
226		171			171
227		190			190
228		210			210
229		231			231
230		253			253
231		276			276
232		300			300
233		325			325
234		351			351
235		378			378
236		406			406
237		435			435
238		465			465
239		496			496
240		528			528
241		561			561
242		595			595
243		630			630
244		666			666
245		703			703
246		741			741
247		780			780
248		820			820
249		861			861
250		904			44
251		950			8
252		999			32
253		1055			1307
254		1118			97
255		1196			66
256		1289			106
257		1409			155
258		1556			213
259		1746			423
260		1979			573
261		2275			748
262		2634			948
263		3083			341
264		3624			87
265		4292			99
266		5097			113
267		6098			129
268		7347			147
269		9001			167
270		11314			2791
271		14885			5831
272		20906			12679
273		31986			27911
274		53583			231
275		97356			629
276		187877			285
277		377087			315
278		774208			347
279		1.60868e+06			381
280		3.36109e+06			417
281		7.0364e+06			455
282		1.47317e+07			495
283		3.08163e+07			537
284		6.43776e+07			581
285		1.3429e+08			759
286		2.79701e+08			813

p10.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
70		2			2
71		9			9
72		33			35
73		114			111
74		384			536
75		1271			1967
76		4151			5801
77		13416			19490
78		43014			67118
79		137061			229685
80		434637			221707
81		1.37301e+06			753227
82		4.32369e+06			2.17048e+06
83		1.35798e+07			6.24494e+06
84		4.25547e+07			1.8291e+07

p04.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
235		1			1
249		2			2
259		3			3
265		4			4
273		8			7
274		10			9
275		13			12
276		17			15
277		23			23
278		27			29
279		34			45
280		39			53
281		45			62
282		52			56
283		63			78
284		70			100
285		78			103
286		86			87
287		95			66
288		104			148
289		114			165
290		129			107
291		144			120
292		155			134
293		167			107
294		179			113
295		194			125
296		209			122
297		239			182
298		266			524
299		308			147
300		357			179
301		432			258
302		515			229
303		638			142
304		774			176
305		964			214
306		1168			170
307		1444			133
308		1732			141
309		2106			107
310		2495			207
311		2980			229
312		3490			239
313		4124			179
314		4788			136
315		5613			87
316		6482			126
317		7541			209
318		8676			261
319		10057			279
320		11533			391
321		13367			977
322		15361			530
323		17849			766
324		20611			607
325		24118			223
326		28010			292
327		33021			538930
328		38655			985806
329		45989			310793
330		54416			26112
331		65731			318192
332		79479			3777
333		99383			5796
334		127095			2047
335		173079			1605
336		250290			182499
337		397323			336041
338		680014			972401
339		1.26002e+06			2.20025e+06
340		2.44232e+06			4.91802e+06
341		4.9319e+06			145466
342		1.00985e+07			84958
343		2.10422e+07			401270
344		4.38324e+07			1.27925e+06
345		9.20834e+07			2.95241e+06

p06.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
94		1			1
109		2			2
113		6			6
121		7			7
122		10			11
123		12			14
124		14			13
125		21			21
126		23			23
127		25			23
128		27			24
129		29			25
130		32			19
131		40			24
132		55			46
133		65			49
134		76			97
135		88			120
136		101			146
137		115			175
138		130			47
139		146			48
140		173			38
141		227			70
142		265			105
143		307			122
144		353			139
145		408			153
146		468			157
147		544			124
148		622			107
149		711			132
150		828			460
151		978			332
152		1143			165
153		1338			184
154		1581			212
155		1879			323
156		2254			364
157		2744			596
158		3394			388
159		4352			560
160		5820			1175
161		8217			2677
162		12375			1069
163		19982			507
164		34215			3871
165		61618			1597
166		115150			1829
167		220704			1902
168		430102			1345
169		846877			3794
170		1.67801e+06			2080
171		3.33735e+06			2241
172		6.65279e+06			3300
173		1.328e+07			5150
174		2.65302e+07			56369
175		5.30267e+07			15384
176		1.06017e+08			21815

p17.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
68		2			2
69		5			5
70		9			9
71		14			14
72		20			20
73		27			27
74		35			35
75		44			44
76		54			54
77		65			65
78		77			77
79		90			90
80		104			104
81		119			119
82		138			8
83		159			8
84		188			15
85		221			20
86		271			19
87		331			13
88		422			22
89		538			74
90		718			56853
91		986			43
92		1443			62
93		2222			109
94		3651			201
95		6300			210
96		11394			378
97		21268			640
98		40702			2307
99		79106			3812
100		155493			202937
101		307716			412200
102		611935			21988
103		1.22046e+06			39233
104		2.43927e+06			69147
105		4.8815e+06			144426
106		9.77825e+06			262325
107		1.95988e+07			525414
108		3.93005e+07			1.0508e+06

p20.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
72		1			1
73		2			2
74		3			3
75		4			4
76		5			5
77		7			7
78		10			10
79		14			14
80		19			19
81		25			25
82		32			32
83		40			40
84		50			89
85		62			32
86		76			39
87		94			63
88		114			85
89		141			32
90		175			46
91		222			64
92		282			143
93		361			208
94		461			20
95		589			222
96		751			593
97		956			4988
98		1215			1398
99		1547			55
100		1974			236
101		2557			365
102		3384			169
103		4701			3304
104		6994			239
105		11558			394
106		21599			8035
107		45894			7762
108		108573			1698
109		278302			112
110		752787			15814
111		2.10934e+06			1079
112		6.0464e+06			1014
113		1.7593e+07			5.02228e+07

p03.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
266		3			3
297		7			7
305		9			9
312		13			13
313		17			17
320		19			19
321		21			21
322		23			23
323		25			25
324		27			27
325		29			29
326		35			35
327		37			37
328		45			41
329		47			43
330		55			55
331		61			61
332		63			71
333		65			65
334		67			67
335		69			69
336		81			77
337		83			79
338		85			81
339		87			75
340		95			81
341		105			95
342		107			97
343		113			107
344		133			117
345		143			219
346		149			121
347		159			227
348		161			229
349		163			231
350		165			165
351		177			167
352		181			169
353		185			171
354		189			145
355		193			155
356		197			161
357		209			167
358		223			171
359		269			285
360		297			321
361		331			333
362		359			349
363		379			275
364		411			291
365		447			309
366		475			329
367		521			395
368		561			409
369		605			423
370		667			269
371		745			323
372		813			337
373		881			607
374		991			1197
375		1121			939
376		1263			961
377		1347			807
378		1465			901
379		1561			915
380		1675			929
381		1781			943
382		1929			1215
383		2067			1609
384		2215			1373
385		2401			1395
386		2645			1419
387		2895			1445
388		3253			1473
389		3587			3271
390		4087			3503
391		4655			2103
392		5175			2191
393		5925			2711
394		6617			2629
395		7477			2719
396		8385			6573
397		9397			7091
398		10559			1339
399		11855			10233
400		13355			5209
401		15063			755
402		16983			825
403		19323			855
404		21929			13615
405		25275			17021
406		28837			6147
407		32895			22893
408		37581			30667
409		42853			56217
410		49153			65559
411		56109			13841
412		64001			14415
413		72943			3125
414		83193			21105
415		94921			22581
416		108173			23695
417		123297			24831
418		140187			38873
419		159615			2997
420		181871			3223
421		206771			8717
422		235531			9517
423		267111			10329
424		303369			39575
425		344435			503121
426		390545			49955
427		443363			70125
428		502663			1.02508e+06
429		570481			92967
430		647073			41943
431		734215			43009
432		833527			1.14557e+06
433		946065			1.29735e+06
434		1.07531e+06			39385
435		1.22177e+06			48657
436		1.38882e+06			52733
437		1.57977e+06			28853
438		1.79586e+06			415449
439		2.04477e+06			478005
440		2.32646e+06			543537
441		2.6479e+06			183233
442		3.01441e+06			54485
443		3.43196e+06			31797
444		3.9103e+06			109773
445		4.45556e+06			128609
446		5.07862e+06			67339
447		5.7889e+06			115279
448		6.60111e+06			116945
449		7.53215e+06			118611
450		8.59988e+06			57701
451		9.83504e+06			94151
452		1.1285e+07			54249
453		1.30613e+07			56881
454		1.54734e+07			62817
455		1.93058e+07			69537
456		2.71791e+07			195489
457		4.6218e+07			429465
458		1.00384e+08			227089
459		2.56954e+08			239389

p09.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
49		1			1
50		3			3
51		7			7
52		15			15
53		31			31
54		63			63
55		127			127
56		256			256
57		516			516
58		1041			1040
59		2104			2124
60		4265			4356
61		8684			8512
62		17798			17153
63		36821			34565
64		77188			522
65		164755			1051
66		360129			236369
67		811079			709021
68		1.89256e+06			2.12693e+06
69		4.59219e+06			50612
70		1.15975e+07			1.53426e+06
71		3.04182e+07			1.17423e+08
72		8.2475e+07			354399

p08.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
55		1			1
56		2			2
57		3			3
58		4			4
59		5			5
60		6			6
61		7			7
62		8			8
63		9			9
64		10			10
65		11			11
66		12			12
67		13			13
68		15			15
69		19			19
70		27			27
71		44			44
72		80			80
73		157			157
74		327			327
75		708			708
76		1593			1593
77		3727			3728
78		9089			9091
79		23092			23096
80		60939			60945
81		166155			166154
82		465159			465171
83		1.32888e+06			863723
84		3.8535e+06			2.52461e+06
85		1.12942e+07			7.4407e+06
86		3.33501e+07			2.25801e+07

p16.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
255		2			2
256		6			6
257		16			16
258		38			44
259		88			84
260		194			292
261		428			344
262		918			840
263		1984			2088
264		4202			5096
265		8980			8360
266		18878			18880
267		40040			35380
268		83730			85044
269		176572			376856
270		367721			9
271		771873			833537
272		1.60205e+06			98
273		3.3499e+06			300
274		6.93332e+06			907
275		1.44508e+07			2729

p11.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
218		1			1
252		2			2
256		4			4
259		5			5
262		7			7
265		8			8
270		9			9
271		10			9
274		11			9
276		12			17
277		13			13
280		22			17
283		27			21
284		28			21
286		29			21
287		30			40
288		31			40
289		33			29
290		40			35
292		41			35
293		45			35
294		47			35
295		50			92
296		59			30
297		64			41
299		72			52
300		79			58
301		80			156
302		81			156
303		95			166
304		106			214
305		123			141
306		131			229
307		140			129
308		148			230
309		170			146
310		172			214
311		177			275
312		198			191
313		202			387
314		246			174
315		278			589
316		282			71
317		331			71
318		367			75
319		372			117
320		395			117
321		492			159
322		501			376
323		514			856
324		576			485
325		588			1380
326		632			1791
327		742			919
328		799			919
329		840			1791
330		927			3149
331		986			3301
332		1050			508
333		1328			845
334		1412			845
335		1443			1016
336		1589			1016
337		1637			1016
338		1855			434
339		2106			434
340		2266			793
341		2502			1502
342		2770			657
343		2939			1038
344		3096			15268
345		3627			5794
346		3844			6521
347		4054			6537
348		4442			3344
349		4864			383
350		5492			511
351		6422			7847
352		7561			8359
353		9076			9938
354		11796			6443
355		16682			18182
356		25298			18738
357		43246			35122
358		76839			68924
359		143101			133479
360		275039			268551
361		538138			531465
362		1.06397e+06			1.18565e+06
363		2.11374e+06			2.23422e+06
364		4.21203e+06			4.22537e+06
365		8.40848e+06			8.41133e+06
366		1.67987e+07			1.67999e+07
367		3.3578e+07			3.3573e+07

p02.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
95		2			2
96		8			8
97		31			41
98		96			167
99		304			323
100		854			605
101		2509			1739
102		6767			4296
103		19209			14865
104		50769			38196
105		141552			105279
106		370027			398244
107		1.0213e+06			1.2383e+06
108		2.65292e+06			7.64936e+06
109		7.27918e+06			2.27489e+07
110		1.88379e+07			1.85766e+07
111		5.15077e+07			6.48992e+07
112		1.33002e+08			1.10987e+08
