	Report:		ida*-bfs-vs-ss-bfs - using hmax heuristic - 10 probes.

barman-opt11-strips

pfile05-018.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
21		122151			188594
22		1.32414e+06			361832
23		2.50036e+06			1.17362e+06
24		2.46212e+07			1.27069e+07
25		5.06703e+07			4.1185e+07

pfile01-002.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
14		9			9
15		11			11
16		207			208.6
17		279			333.4
18		3855			1799.8
19		5895			3188.2
20		71367			63409.4
21		122151			154155
22		1.32414e+06			1.69504e+06
23		2.50036e+06			9.94509e+06
24		2.46212e+07			3.03396e+07
25		5.06703e+07			1.11023e+07

pfile03-010.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
14		13			13
15		15			15
16		427			275
17		531			315
18		11311			9825
19		15579			20955
20		298075			115735
21		451419			371725
22		7.86258e+06			5.42376e+06
23		1.29751e+07			3.5524e+06

pfile04-013.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
14		17			17
15		19			19
16		727			937.4
17		863			773.4
18		25023			9203
19		32335			9514.6
20		857487			156623
21		1.2011e+06			174384
22		2.93992e+07			2.23087e+07
23		4.43656e+07			2.77489e+07

pfile01-001.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
14		9			9
15		11			11
16		207			276.2
17		279			343.8
18		3855			4540.2
19		5895			6557.8
20		71367			162012
21		122151			197070
22		1.32414e+06			644036
23		2.50036e+06			1.13518e+06
24		2.46212e+07			2.13238e+07
25		5.06703e+07			1.12864e+08

pfile04-016.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
14		17			17
15		19			19
16		727			429
17		863			511
18		25023			15927
19		32335			19649.8
20		857487			275473
21		1.2011e+06			309143
22		2.93992e+07			7.16262e+06
23		4.43656e+07			8.17811e+06
