	Report:		ida*-bfs-vs-ss-bfs - using hmax heuristic - 100 probes.

nomystery-opt11-strips

p14.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
bound		ida*-bfs (exp)		ss-bfs (exp)
5		2			2
6		5			5
7		24			24.28
8		106			105.09
9		523			527.31
10		2568			2465.96
11		13081			12148.9
12		66890			63246.1
13		346194			352482
14		1.78478e+06			1.74669e+06
15		9.19785e+06			8.69426e+06
16		4.71007e+07			4.39433e+07

p20.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
5		2			2
6		4			4
7		23			22.64
8		104			102.84
9		623			612.45
10		3565			3324.28
11		22167			21989.3
12		137075			104418
13		871869			1.02532e+06
14		5.55093e+06			5.67393e+06
15		3.57621e+07			3.39011e+07

p03.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
4		2			2
5		10			10
6		46			47.02
7		187			180.14
8		743			804.03
9		2858			3153.23
10		10890			10613.3
11		40967			39060
12		154195			107981
13		581047			597881
14		2.20799e+06			2.05433e+06
15		8.47814e+06			8.7917e+06

p09.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
5		2			2
6		6			6
7		29			28.96
8		114			109.46
9		569			598.12
10		2681			2615.5
11		13956			12207.1
12		72459			74188.2
13		395349			386242
14		2.1852e+06			2.65043e+06
15		1.24405e+07			1.1987e+07

p08.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
5		1			1
6		5			5
7		13			12.16
8		62			63.8
9		233			228.62
10		1116			1202.82
11		5050			5098.4
12		25135			27103.7
13		125222			120806
14		652745			645464
15		3.45596e+06			4.70056e+06
16		1.88042e+07			1.96708e+07

p16.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
5		2			2
6		7			7
7		36			37.25
8		158			157.43
9		774			778.33
10		3796			3934.46
11		19343			18039.3
12		99922			96966.1
13		526894			549306
14		2.81287e+06			2.46356e+06
15		1.52284e+07			1.24036e+07
16		8.32922e+07			8.87177e+07

p11.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
3		1			1
4		4			4
5		10			10
6		30			29.8
7		80			86.11
8		191			181.54
9		462			508.75
10		1082			1046.02
11		2657			2377.54
12		6430			5500.12

p02.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
4		3			3
5		8			8
6		35			34.88
7		122			122.06
8		483			487.24
9		1758			1883.23
10		6375			6762.17
11		22348			21825.9
12		77589			86880.2
13		267617			200832
14		928947			923360
