	Report:		ida*-bfs-vs-ss-bfs - using hmax heuristic - 100 probes.

woodworking-opt11-strips

p14.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
150		93440			65518.5
155		937140			2.37854e+06
160		2.91348e+06			2.43906e+06

p03.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
60		1			1
70		3			3
75		4			4
80		23			23
85		43			44.48
90		295			325.44
95		805			762.83
100		3889			3745.59
105		13759			11651.4
110		52031			55487.9
115		190075			130362
120		650433			425048
125		2.11288e+06			2.15962e+06
130		7.1169e+06			1.39958e+06
135		2.12007e+07			8.81758e+06
140		6.56617e+07			8.01916e+07

p09.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
50		1			1
80		16			16
85		18			17.8
90		65			61.3
95		90			92.05
100		269			268.9
105		412			505.15
110		1803			2147.95
115		3432			3094.9
120		15662			20836.3
125		38122			11687
130		150696			117455
135		421071			1.21598e+06
140		1.51264e+06			613554
145		4.4792e+06			539451
150		1.52214e+07			1.23921e+06

p08.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
105		1			1
110		2			2
115		4			4
125		34			34
130		45			45.32
135		737			724.68
140		1335			1377.78
145		17311			16601.4
150		45493			38571.6
155		428681			433438
160		1.57649e+06			1.30407e+06
165		1.07909e+07			6.39042e+06

p16.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
60		1			1
70		6			6
75		15			15.4
80		59			57.46
85		181			190.87
90		762			714.4
95		2575			2788.52
100		10238			6198.03
105		39216			27051
110		153304			137022
115		608349			1.21706e+06
120		2.49015e+06			502866
125		1.01467e+07			8.43194e+06

p11.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
60		1			1
70		4			4
75		8			8
80		50			49.62
85		133			142.21
90		1045			1140.97
95		4734			4267.9
100		30755			41073.7
105		182245			85348.1
110		1.09017e+06			595267
115		6.79585e+06			3.89193e+06

p02.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
60		1			1
70		3			3
80		13			13.44
90		67			65.64
95		76			78.72
100		134			146.6
105		425			618.02
110		916			1059.64
115		1085			610.5
120		2604			1889.8
125		5886			6165.32
130		9824			8591.04
135		21254			13717.4
140		38992			49526.8
145		71511			39159.7
150		149981			153041
155		317716			229215
160		528952			440212
165		1.10564e+06			571871
170		2.30967e+06			1.61352e+06
175		4.23023e+06			4.60884e+06
180		8.30342e+06			1.07923e+07
185		1.74681e+07			2.24212e+07
190		3.28075e+07			3.47124e+07
195		6.35551e+07			5.64514e+07
200		1.33861e+08			4.56334e+07
